"Data Source","World Development Indicators",

"Last Updated Date","2023-07-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Greenland","GRL","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.90485","8.68612","7.6417","","5.57088","5.9466","11.16201","10.53912","10.66501","","8.58592","9.31297","9.8154","9.3497","9.51939","10.06501","11.08353","11.36856","11.88315","","","","",
"Guam","GUM","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.10317","","","","8.70349","","8.02104","7.98486","7.8071","7.774","","","","","","","","","","",
"High income","HIC","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.88519","18.608405","18.16935","18.5236","17.92028","19.01719","18.78327","18.37564","19.95478","21.89051","20.332765","20.05662","20.71923","19.90773","19.99539","20.30592","","","","","","",
"Hong Kong SAR, China","HKG","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.18348","12.62231","13.86127","14.90731","14.36459","13.52402","12.27177","12.37473","13.48292","14.69727","14.72283","14.18967","14.71088","14.9165","14.85107","15.024","14.94539","14.82783","","","","",
"Honduras","HND","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.93053","","","21.43893","","","","","","","","","",
"Heavily indebted poor countries (HIPC)","HPC","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.56538","9.91571","10.07795","10.67458","","","","","","","","","",
"Croatia","HRV","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Haiti","HTI","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hungary","HUN","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.67519","17.55097","18.89933","19.53701","19.90381","21.37108","22.89192","25.0777","25.06628","24.70849","21.41809","21.56424","21.93123","19.13186","18.73372","22.00597","14.54597","18.67208","19.06479","","","","","","",
"IBRD only","IBD","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.70256","","","14.75523","13.90573","","","","","","","","","","",
"IDA & IBRD total","IBT","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.12462","11.53084","","","","","","","","","","",
"IDA total","IDA","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.07795","","","","","","","","","","",
"IDA blend","IDB","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Indonesia","IDN","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.48652","11.36056","13.48797","9.96239","","11.48465","11.92782","12.27912","13.28127","","","","","","","",
"IDA only","IDX","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.98136","9.23671","10.07795","10.128315","","","","","","","","","",
"Isle of Man","IMN","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.18634","14.84075","13.73107","","11.35044","","","","","","7.58993","7.49038","9.0303","9.40785","9.79172","","","","","","","","","",
"Not classified","INX","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.20263","10.76528","10.79667","11.39069","11.77405","12.83365","13.58711","13.93964","14.25449","15.27455","18.04957","19.94379","19.21821","18.73773","18.54038","16.66697","15.34303","11.83086","11.84396","","","","","","",
"Iran, Islamic Rep.","IRN","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.64769","10.29219","10.10739","10.22692","10.11221","14.14696","15.9579","13.58686","12.36298","11.85865","12.31957","10.45483","7.73182","7.74192","7.55314","9.52057","11.11757","","","","","",
"Iraq","IRQ","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Iceland","ISL","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.40274","21.45009","20.81703","24.21531","23.27294","23.44304","24.83495","25.25052","24.8153","25.15501","24.98791","24.3018","24.88264","23.35429","23.30171","24.10316","22.79978","22.10298","","","","","","",
"Israel","ISR","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.16459","20.16","21.85139","22.45484","21.74141","20.92211","20.75145","20.58486","19.782","19.92081","19.96577","21.54325","22.40658","20.73424","20.8717","20.69993","21.34266","21.53058","","","","","","",
"Italy","ITA","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.20491","23.11314","22.28217","22.79092","23.48252","24.09947","23.63853","21.84876","23.6925","21.40784","23.09172","23.94258","22.83465","21.51857","20.41177","21.38818","21.20796","21.73441","19.52238","","","","","","",
"Jamaica","JAM","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.83743","10.44276","13.1913","","17.99525","16.43938","18.33706","21.98013","21.56639","22.68455","23.1628","23.52822","22.17824","21.77293","23.44592","21.68464","","","","",
"Jordan","JOR","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.41569","14.6789","","","15.1644","16.59573","15.34123","16.44838","13.89944","13.88748","13.82978","","","15.14867","","","","","14.87272","13.53875","13.30793","","","","",
"Japan","JPN","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.97133","22.54562","","21.78104","","","","","","",
"Kazakhstan","KAZ","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.26455","0.23507","","","","",
"Kenya","KEN","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.81294","21.36094","","23.74441","24.70719","","22.89785","","","","","","10.09882","","10.63254","10.95105","","","","","","","",
"Kyrgyz Republic","KGZ","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cambodia","KHM","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.0387","","5.60921","6.53504","5.11723","","","","","","","5.23165","4.82626","4.88275","5.17677","6.88314","6.63865","","","","","","","","",
"Kiribati","KIR","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.09761","25.27998","22.51705","","","","","","","","","","","","","","","","","","","","","",
"St. Kitts and Nevis","KNA","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.40811","","","","","","","","","","","","","","","","","5.22032","","","","","","","",
"Korea, Rep.","KOR","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.44121","16.90531","","","","","","","","","","","","","","","","","27.84732","","","","","","",
"Kuwait","KWT","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.39998","","","","17.88519","17.39744","16.87567","14.22543","10.19451","8.56655","","10.23347","","","17.42814","","","14.37769","","","","","","","","",
"Latin America & Caribbean (excluding high income)","LAC","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.62585","10.79037","11.37896","10.27775","","10.22297","10.53523","","12.53787","13.52084","15.144145","13.68048","14.04204","12.71648","14.400335","14.38654","14.92318","15.2222","","","","","","",
"Lao PDR","LAO","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.75385","","","","","8.1949","","","9.74683","","","","4.36158","5.41822","4.328","5.78487","9.9565","9.10321","","","","","","","","",
"Lebanon","LBN","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liberia","LBR","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.94327","14.49935","","","","","","",
"Libya","LBY","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Lucia","LCA","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.53785","","","","12.18635","12.31904","","","","","12.35026","14.26616","14.86161","13.90254","15.90101","15.92156","15.94346","16.48968","15.91189","14.70984","","","","",
"Latin America & Caribbean","LCN","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.79037","10.868015","10.422135","","10.00318","10.53523","","11.567695","13.52084","15.48542","13.944935","13.039845","13.90573","15.10375","14.38654","15.18748","15.2222","","","","","","",
"Least developed countries: UN classification","LDC","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.813115","8.91555","8.614915","9.9565","","","","","","","","","",
"Low income","LIC","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.64487","9.75513","10.07795","10.30013","","","","","","","","","",
"Liechtenstein","LIE","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.094","10.72946","","9.91879","9.2166","10.45928","","20.91567","17.78872","","","","","","","","","","","",
"Sri Lanka","LKA","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.23111","5.06586","5.14725","4.16777","4.34115","6.47661","7.43956","14.4145","11.39277","7.91881","","","","",
"Lower middle income","LMC","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low & middle income","LMY","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.68812","12.21159","11.52723","","","","","","","","","","",
"Lesotho","LSO","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.79617","","33.54062","27.16386","24.66973","","","","24.42134","21.37825","","21.55378","","","","","","","","","","20.7122","","","","",
"Late-demographic dividend","LTE","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.777375","","","","17.43237","18.29449","19.59413","18.03287","18.54038","19.49905","","20.025175","","","","","","","",
"Lithuania","LTU","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.06213","14.67982","15.27649","15.76539","14.89709","16.99215","17.6682","22.40099","20.44285","19.70147","19.15043","18.47169","18.59952","19.49595","","","","","","",
"Luxembourg","LUX","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.30209","","24.25985","24.55558","20.95312","19.57115","19.45288","19.6895","","","","","","","",
"Latvia","LVA","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.90055","18.86803","19.39073","19.51486","21.3041","19.25544","19.35567","","33.63857","20.95946","26.80057","29.45496","26.70617","24.71599","33.09911","36.91353","27.32363","26.76693","24.50426","","","","","","",
"Macao SAR, China","MAC","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.50107","","6.37981","7.6155","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.07312","16.62044","17.25767","16.11648","16.33624","15.88767","15.96441","19.46297","16.66502","13.88722","15.66367","16.69886","17.88267","18.03287","18.9148","19.49905","","","","","","","","","",
"Monaco","MCO","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.02762","3.28531","3.24423","3.16599","","","","3.5027","","","","","3.90977","3.93134","3.86803","3.76884","3.6851","3.48192","","3.31307","","","","","","",
"Moldova","MDA","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.61991","33.63929","41.71911","34.51114","34.62075","32.88183","","36.5398","34.82502","32.54519","32.53601","32.53494","","","","",
"Madagascar","MDG","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.90268","","","","","","","11.23959","9.82751","9.33509","7.75504","7.90264","","6.61123","6.56652","","","","","","","","","","",
"Maldives","MDV","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.18261","12.40768","14.99707","13.98258","","16.41989","19.82613","15.19084","14.57279","15.50869","16.20514","15.17783","18.69794","16.07814","","","","","","",
"Middle East & North Africa","MEA","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.92784","","","","","","","","","","","","","","","","","","","","",
"Mexico","MEX","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.81185","9.4617","10.79037","11.37896","11.95263","13.82544","13.36951","13.65558","13.44618","13.38607","13.52084","14.21869","14.20939","14.04204","13.90573","14.2666","14.25357","14.4207","13.78185","","","","","","",
"Marshall Islands","MHL","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.57597","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"North Macedonia","MKD","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mali","MLI","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.22415","11.07525","","","","","","","","","10.33353","12.8986","6.30255","10.59471","10.07795","10.30013","12.23003","13.43451","9.34227","12.3362","","","","","",
"Malta","MLT","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.01968","","","","11.96072","","12.15758","","","19.05637","19.68954","19.00066","23.18217","19.93646","26.36405","28.51388","27.11666","22.83451","","","","","","","",
"Myanmar","MMR","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.66681","7.81464","","","","",
"Middle East & North Africa (excluding high income)","MNA","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.670685","","","","","","","","","","","","","","","","","","","","",
"Montenegro","MNE","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mongolia","MNG","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.48349","","","13.58282","","14.9102","12.40333","15.73539","10.52005","13.09773","14.10839","13.1827","16.58952","14.10634","","","","","",
"Northern Mariana Islands","MNP","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.47105","","","","","","14.6371","14.6503","","","","","","","","","",
"Mauritania","MRT","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.05923","","9.80776","","","","","","8.36929","","","10.53936","","11.26867","9.23671","8.78447","8.51612","","9.59914","10.18348","","","","","","",
"Mauritius","MUS","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.14667","8.44093","12.88778","12.41251","10.94748","9.81908","","9.05857","8.50587","10.19572","9.74477","9.97864","11.45965","13.33654","12.51795","14.08182","15.73389","15.56837","","","","",
"Malawi","MWI","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.32263","11.16389","7.98872","","","","","","","","","5.0869","5.86816","","7.75208","9.25883","9.55053","8.15872","","","","","","",
"Malaysia","MYS","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.43549","16.26364","19.21435","17.75156","13.96764","","10.12201","10.8171","13.05772","14.19945","12.38303","14.92751","17.28464","15.99801","15.79552","16.07894","16.12796","16.13708","","","","","",
"North America","NAC","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.05341","20.85277","20.5226","19.71867","19.7888","18.664005","19.85908","","","","","","",
"Namibia","NAM","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.90874","18.9153","19.09174","19.00803","18.12045","","13.2024","17.97126","","15.12292","","17.08606","","","","","","","","","","","","",
"New Caledonia","NCL","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.73074","","","29.09842","33.51302","28.00896","29.3888","21.70959","21.24614","19.50637","22.37595","29.66632","22.53418","16.47221","13.30223","","","","","",
"Nigeria","NGA","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nicaragua","NIC","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.82292","7.65521","7.68605","","","","11.25575","","","","","","","","","","","","",
"Netherlands","NLD","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.13504","","","","","","","","","","","","","","","","","16.84558","16.66924","","","","","","",
"Norway","NOR","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.94443","21.38928","","","","20.02783","20.84973","19.58362","18.49543","17.75926","17.85465","17.57616","20.91804","20.7242","19.57995","19.2561","19.93863","19.93082","21.50107","21.70425","","","","","","",
"Nepal","NPL","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.98008","10.18187","13.56601","11.79508","11.06862","","","","","14.17214","16.37681","11.09709","11.42569","11.53445","11.22594","13.05722","12.35956","","","","","","","",
"Nauru","NRU","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.44218","","","","","","","","","","","","","","","","19.41374","18.17504","18.34146","20.32099","","","","","","",
"OECD members","OED","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.97009","17.55097","17.22694","18.87409","19.96582","19.15594","18.620425","18.49543","18.388225","18.447585","18.34378","21.061905","21.91087","20.808825","20.05662","20.795465","20.315375","19.99539","20.29085","","","","","","",
"Oman","OMN","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.9098","11.54239","10.71111","","11.04585","14.92784","","","14.30091","","","","13.1414","","15.62354","","","","","31.77481","","","","","","",
"Other small states","OSS","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.689995","8.44093","15.504115","12.41251","15.213845","14.92879","","16.48889","","17.08606","14.74651","","","13.33654","","","","","","","","",
"Pakistan","PAK","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.40863","8.52796","8.09756","","","","","","","",
